Date,Open,High,Low,Close,Volume
2002-05-03,1084.560059,1084.560059,1068.890015,1073.430054,1284500000
2002-05-06,1073.430054,1075.959961,1052.650024,1052.670044,1122600000
2002-05-07,1052.670044,1058.670044,1048.959961,1049.48999,1354700000
2002-05-08,1049.48999,1088.920044,1049.48999,1088.849976,1502000000
2002-05-09,1088.849976,1088.849976,1072.22998,1073.01001,1153000000
2002-05-10,1073.01001,1075.430054,1053.930054,1054.98999,1171900000
2002-05-13,1054.98999,1074.839966,1053.900024,1074.560059,1088600000
2002-05-14,1074.560059,1097.709961,1074.560059,1097.280029,1414500000
2002-05-15,1097.280029,1104.22998,1088.939941,1091.069946,1420200000
2002-05-16,1091.069946,1099.290039,1089.170044,1098.22998,1256600000
2002-05-17,1098.22998,1106.589966,1096.77002,1106.589966,1274400000
2002-05-20,1106.589966,1106.589966,1090.609985,1091.880005,989800000
2002-05-21,1091.880005,1099.550049,1079.079956,1079.880005,1200500000
2002-05-22,1079.880005,1086.02002,1075.640015,1086.02002,1136300000
2002-05-23,1086.02002,1097.099976,1080.550049,1097.079956,1192900000
